Departure Stop,Destination Stop,Departure Date Time,Arrival Date Time,Duration,Price,Departure Hour,Departure Day of the Week,Departure Month,Day in the Month,Departure Date,Arrival Date
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 08:30:00,2023-05-18 11:30:00,0 days 03:00:00,3.5,8,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 09:10:00,2023-05-18 12:00:00,0 days 02:50:00,3.5,9,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 09:50:00,2023-05-18 12:40:00,0 days 02:50:00,3.5,9,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 10:30:00,2023-05-18 13:20:00,0 days 02:50:00,3.5,10,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 11:15:00,2023-05-18 14:15:00,0 days 03:00:00,3.5,11,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 12:00:00,2023-05-18 15:00:00,0 days 03:00:00,3.5,12,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 12:30:00,2023-05-18 15:10:00,0 days 02:40:00,5.9,12,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 13:00:00,2023-05-18 15:50:00,0 days 02:50:00,3.5,13,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 13:45:00,2023-05-18 16:50:00,0 days 03:05:00,3.5,13,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 14:30:00,2023-05-18 17:35:00,0 days 03:05:00,3.5,14,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 15:15:00,2023-05-18 18:20:00,0 days 03:05:00,3.5,15,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 16:45:00,2023-05-18 19:50:00,0 days 03:05:00,3.5,16,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 17:30:00,2023-05-18 20:35:00,0 days 03:05:00,3.5,17,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 18:15:00,2023-05-18 21:20:00,0 days 03:05:00,3.5,18,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 19:00:00,2023-05-18 21:50:00,0 days 02:50:00,3.5,19,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 19:45:00,2023-05-18 22:40:00,0 days 02:55:00,3.5,19,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-18 20:45:00,2023-05-18 23:20:00,0 days 02:35:00,3.5,20,Thursday,May,18,2023-05-18,2023-05-18
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 00:55:00,2023-05-19 04:45:00,0 days 03:50:00,23.0,0,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 02:55:00,2023-05-19 06:20:00,0 days 03:25:00,21.0,2,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 03:40:00,2023-05-19 07:20:00,0 days 03:40:00,6.9,3,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 04:15:00,2023-05-19 06:50:00,0 days 02:35:00,3.9,4,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 05:00:00,2023-05-19 07:50:00,0 days 02:50:00,3.9,5,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 05:40:00,2023-05-19 08:50:00,0 days 03:10:00,3.9,5,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 06:10:00,2023-05-19 09:20:00,0 days 03:10:00,3.9,6,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 06:40:00,2023-05-19 09:50:00,0 days 03:10:00,3.9,6,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 07:15:00,2023-05-19 10:15:00,0 days 03:00:00,3.9,7,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 07:45:00,2023-05-19 10:45:00,0 days 03:00:00,3.9,7,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 08:30:00,2023-05-19 11:15:00,0 days 02:45:00,3.9,8,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 08:50:00,2023-05-19 11:50:00,0 days 03:00:00,3.9,8,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 09:30:00,2023-05-19 12:20:00,0 days 02:50:00,3.9,9,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 10:00:00,2023-05-19 12:50:00,0 days 02:50:00,3.9,10,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 10:30:00,2023-05-19 13:20:00,0 days 02:50:00,3.9,10,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 11:00:00,2023-05-19 14:00:00,0 days 03:00:00,3.9,11,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 11:30:00,2023-05-19 14:20:00,0 days 02:50:00,3.9,11,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 12:00:00,2023-05-19 14:50:00,0 days 02:50:00,4.9,12,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 12:35:00,2023-05-19 15:20:00,0 days 02:45:00,5.9,12,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 12:45:00,2023-05-19 15:45:00,0 days 03:00:00,3.9,12,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 13:15:00,2023-05-19 16:15:00,0 days 03:00:00,3.9,13,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 13:45:00,2023-05-19 16:35:00,0 days 02:50:00,3.9,13,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 14:15:00,2023-05-19 17:05:00,0 days 02:50:00,3.9,14,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 14:45:00,2023-05-19 17:50:00,0 days 03:05:00,3.9,14,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 15:45:00,2023-05-19 18:50:00,0 days 03:05:00,3.9,15,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 16:15:00,2023-05-19 19:20:00,0 days 03:05:00,3.9,16,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 16:45:00,2023-05-19 19:50:00,0 days 03:05:00,3.9,16,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 17:45:00,2023-05-19 20:50:00,0 days 03:05:00,3.9,17,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 18:30:00,2023-05-19 21:20:00,0 days 02:50:00,3.9,18,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 19:00:00,2023-05-19 21:50:00,0 days 02:50:00,3.9,19,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 20:00:00,2023-05-19 22:45:00,0 days 02:45:00,3.9,20,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 20:30:00,2023-05-19 23:10:00,0 days 02:40:00,3.9,20,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-19 21:15:00,2023-05-19 23:50:00,0 days 02:35:00,3.9,21,Friday,May,19,2023-05-19,2023-05-19
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 00:55:00,2023-05-20 04:45:00,0 days 03:50:00,21.0,0,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 03:05:00,2023-05-20 06:20:00,0 days 03:15:00,21.0,3,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 04:05:00,2023-05-20 07:20:00,0 days 03:15:00,6.9,4,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 04:15:00,2023-05-20 06:50:00,0 days 02:35:00,3.9,4,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 05:15:00,2023-05-20 07:50:00,0 days 02:35:00,3.9,5,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 06:00:00,2023-05-20 08:40:00,0 days 02:40:00,3.9,6,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 06:30:00,2023-05-20 09:10:00,0 days 02:40:00,3.9,6,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 07:00:00,2023-05-20 09:40:00,0 days 02:40:00,3.9,7,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 07:30:00,2023-05-20 10:15:00,0 days 02:45:00,3.9,7,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 08:00:00,2023-05-20 10:45:00,0 days 02:45:00,4.9,8,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 08:30:00,2023-05-20 11:15:00,0 days 02:45:00,4.9,8,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 08:50:00,2023-05-20 11:50:00,0 days 03:00:00,3.9,8,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 09:30:00,2023-05-20 12:20:00,0 days 02:50:00,4.9,9,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 10:00:00,2023-05-20 12:50:00,0 days 02:50:00,4.9,10,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 10:30:00,2023-05-20 13:20:00,0 days 02:50:00,4.9,10,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 11:00:00,2023-05-20 14:00:00,0 days 03:00:00,4.9,11,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 11:30:00,2023-05-20 14:20:00,0 days 02:50:00,3.9,11,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 12:00:00,2023-05-20 14:50:00,0 days 02:50:00,3.9,12,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 12:30:00,2023-05-20 15:10:00,0 days 02:40:00,5.9,12,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 12:45:00,2023-05-20 15:45:00,0 days 03:00:00,3.9,12,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 13:15:00,2023-05-20 16:15:00,0 days 03:00:00,3.9,13,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 13:45:00,2023-05-20 16:35:00,0 days 02:50:00,3.9,13,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 14:15:00,2023-05-20 17:05:00,0 days 02:50:00,3.9,14,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 14:45:00,2023-05-20 17:35:00,0 days 02:50:00,3.9,14,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 15:45:00,2023-05-20 18:35:00,0 days 02:50:00,3.9,15,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 16:15:00,2023-05-20 19:05:00,0 days 02:50:00,3.9,16,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 16:45:00,2023-05-20 19:35:00,0 days 02:50:00,3.9,16,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 17:45:00,2023-05-20 20:50:00,0 days 03:05:00,3.9,17,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 18:30:00,2023-05-20 21:20:00,0 days 02:50:00,3.9,18,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 19:00:00,2023-05-20 21:50:00,0 days 02:50:00,3.9,19,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 20:00:00,2023-05-20 22:45:00,0 days 02:45:00,3.9,20,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 20:30:00,2023-05-20 23:10:00,0 days 02:40:00,3.9,20,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-20 21:15:00,2023-05-20 23:50:00,0 days 02:35:00,3.9,21,Saturday,May,20,2023-05-20,2023-05-20
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 00:55:00,2023-05-21 04:45:00,0 days 03:50:00,24.0,0,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 03:05:00,2023-05-21 06:20:00,0 days 03:15:00,23.0,3,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 04:05:00,2023-05-21 07:20:00,0 days 03:15:00,6.9,4,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 04:15:00,2023-05-21 06:50:00,0 days 02:35:00,3.9,4,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 05:15:00,2023-05-21 07:50:00,0 days 02:35:00,3.9,5,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 06:00:00,2023-05-21 08:40:00,0 days 02:40:00,3.9,6,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 06:30:00,2023-05-21 09:10:00,0 days 02:40:00,3.9,6,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 07:00:00,2023-05-21 09:40:00,0 days 02:40:00,3.9,7,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 07:30:00,2023-05-21 10:15:00,0 days 02:45:00,3.9,7,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 08:00:00,2023-05-21 10:45:00,0 days 02:45:00,3.9,8,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 08:30:00,2023-05-21 11:15:00,0 days 02:45:00,3.9,8,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 08:50:00,2023-05-21 11:50:00,0 days 03:00:00,3.9,8,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 09:30:00,2023-05-21 12:20:00,0 days 02:50:00,3.9,9,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 10:00:00,2023-05-21 12:50:00,0 days 02:50:00,3.9,10,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 10:30:00,2023-05-21 13:20:00,0 days 02:50:00,3.9,10,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 11:00:00,2023-05-21 14:00:00,0 days 03:00:00,3.9,11,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 11:30:00,2023-05-21 14:20:00,0 days 02:50:00,3.9,11,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 12:00:00,2023-05-21 14:50:00,0 days 02:50:00,3.9,12,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 12:30:00,2023-05-21 15:10:00,0 days 02:40:00,5.9,12,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 12:45:00,2023-05-21 15:45:00,0 days 03:00:00,3.9,12,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 13:15:00,2023-05-21 16:15:00,0 days 03:00:00,3.9,13,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 13:45:00,2023-05-21 16:35:00,0 days 02:50:00,3.9,13,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 14:15:00,2023-05-21 17:05:00,0 days 02:50:00,3.9,14,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 14:45:00,2023-05-21 17:35:00,0 days 02:50:00,3.9,14,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 15:45:00,2023-05-21 18:35:00,0 days 02:50:00,3.9,15,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 16:15:00,2023-05-21 19:05:00,0 days 02:50:00,3.9,16,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 16:45:00,2023-05-21 19:35:00,0 days 02:50:00,3.9,16,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 17:45:00,2023-05-21 20:50:00,0 days 03:05:00,3.9,17,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 18:30:00,2023-05-21 21:20:00,0 days 02:50:00,3.9,18,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 19:00:00,2023-05-21 21:50:00,0 days 02:50:00,3.9,19,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 20:00:00,2023-05-21 22:45:00,0 days 02:45:00,3.9,20,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 20:30:00,2023-05-21 23:10:00,0 days 02:40:00,3.9,20,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-21 21:15:00,2023-05-21 23:50:00,0 days 02:35:00,3.9,21,Sunday,May,21,2023-05-21,2023-05-21
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 00:55:00,2023-05-22 04:45:00,0 days 03:50:00,24.0,0,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 02:55:00,2023-05-22 06:20:00,0 days 03:25:00,24.0,2,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 03:40:00,2023-05-22 07:20:00,0 days 03:40:00,6.9,3,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 04:15:00,2023-05-22 06:50:00,0 days 02:35:00,3.5,4,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 05:00:00,2023-05-22 07:50:00,0 days 02:50:00,3.5,5,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 05:40:00,2023-05-22 08:50:00,0 days 03:10:00,3.5,5,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 06:10:00,2023-05-22 09:20:00,0 days 03:10:00,3.5,6,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 06:40:00,2023-05-22 09:50:00,0 days 03:10:00,3.5,6,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 07:15:00,2023-05-22 10:15:00,0 days 03:00:00,3.5,7,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 07:45:00,2023-05-22 10:45:00,0 days 03:00:00,3.5,7,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 08:30:00,2023-05-22 11:15:00,0 days 02:45:00,3.5,8,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 08:50:00,2023-05-22 11:50:00,0 days 03:00:00,3.5,8,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 09:30:00,2023-05-22 12:20:00,0 days 02:50:00,3.5,9,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 10:00:00,2023-05-22 12:50:00,0 days 02:50:00,3.5,10,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 10:30:00,2023-05-22 13:20:00,0 days 02:50:00,3.5,10,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 11:00:00,2023-05-22 14:00:00,0 days 03:00:00,3.5,11,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 11:30:00,2023-05-22 14:20:00,0 days 02:50:00,3.5,11,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 12:00:00,2023-05-22 14:50:00,0 days 02:50:00,3.5,12,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 12:30:00,2023-05-22 15:10:00,0 days 02:40:00,5.9,12,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 12:45:00,2023-05-22 15:45:00,0 days 03:00:00,3.5,12,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 13:15:00,2023-05-22 16:15:00,0 days 03:00:00,3.5,13,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 13:45:00,2023-05-22 16:35:00,0 days 02:50:00,3.5,13,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 14:15:00,2023-05-22 17:05:00,0 days 02:50:00,3.5,14,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 14:45:00,2023-05-22 17:50:00,0 days 03:05:00,3.5,14,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 15:45:00,2023-05-22 18:50:00,0 days 03:05:00,3.5,15,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 16:15:00,2023-05-22 19:20:00,0 days 03:05:00,3.5,16,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 16:45:00,2023-05-22 19:50:00,0 days 03:05:00,3.5,16,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 17:45:00,2023-05-22 20:50:00,0 days 03:05:00,3.5,17,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 18:30:00,2023-05-22 21:20:00,0 days 02:50:00,3.5,18,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 19:00:00,2023-05-22 21:50:00,0 days 02:50:00,3.5,19,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 20:00:00,2023-05-22 22:45:00,0 days 02:45:00,3.5,20,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 20:30:00,2023-05-22 23:10:00,0 days 02:40:00,3.5,20,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-22 21:15:00,2023-05-22 23:50:00,0 days 02:35:00,3.5,21,Monday,May,22,2023-05-22,2023-05-22
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-23 00:55:00,2023-05-23 04:45:00,0 days 03:50:00,21.0,0,Tuesday,May,23,2023-05-23,2023-05-23
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-23 04:15:00,2023-05-23 06:50:00,0 days 02:35:00,3.5,4,Tuesday,May,23,2023-05-23,2023-05-23
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-23 05:15:00,2023-05-23 08:20:00,0 days 03:05:00,3.5,5,Tuesday,May,23,2023-05-23,2023-05-23
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-23 06:15:00,2023-05-23 09:20:00,0 days 03:05:00,3.5,6,Tuesday,May,23,2023-05-23,2023-05-23
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-23 07:00:00,2023-05-23 10:05:00,0 days 03:05:00,3.5,7,Tuesday,May,23,2023-05-23,2023-05-23
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-23 07:45:00,2023-05-23 10:45:00,0 days 03:00:00,3.5,7,Tuesday,May,23,2023-05-23,2023-05-23
