Departure Stop,Destination Stop,Departure Date Time,Arrival Date Time,Duration,Price,Departure Hour,Departure Day of the Week,Departure Month,Day in the Month,Departure Date,Arrival Date
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 00:55:00,2023-04-08 04:45:00,0 days 03:50:00,32.0,0,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 03:05:00,2023-04-08 06:20:00,0 days 03:15:00,30.0,3,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 04:05:00,2023-04-08 07:20:00,0 days 03:15:00,8.4,4,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 04:15:00,2023-04-08 06:50:00,0 days 02:35:00,8.4,4,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 05:15:00,2023-04-08 07:50:00,0 days 02:35:00,5.9,5,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 06:00:00,2023-04-08 08:40:00,0 days 02:40:00,5.9,6,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 06:20:00,2023-04-08 09:50:00,0 days 03:30:00,8.4,6,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 06:30:00,2023-04-08 09:10:00,0 days 02:40:00,5.9,6,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 07:00:00,2023-04-08 09:40:00,0 days 02:40:00,5.9,7,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 07:30:00,2023-04-08 10:15:00,0 days 02:45:00,6.9,7,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 08:00:00,2023-04-08 10:45:00,0 days 02:45:00,6.9,8,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 08:30:00,2023-04-08 11:15:00,0 days 02:45:00,10.3,8,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 08:50:00,2023-04-08 11:50:00,0 days 03:00:00,8.4,8,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 09:30:00,2023-04-08 12:20:00,0 days 02:50:00,6.9,9,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 10:00:00,2023-04-08 12:50:00,0 days 02:50:00,8.4,10,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 10:30:00,2023-04-08 13:20:00,0 days 02:50:00,8.4,10,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 11:00:00,2023-04-08 14:00:00,0 days 03:00:00,6.9,11,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 11:30:00,2023-04-08 14:20:00,0 days 02:50:00,6.9,11,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 12:00:00,2023-04-08 14:50:00,0 days 02:50:00,6.9,12,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 12:30:00,2023-04-08 15:10:00,0 days 02:40:00,8.4,12,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 12:45:00,2023-04-08 15:45:00,0 days 03:00:00,6.9,12,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 13:15:00,2023-04-08 16:15:00,0 days 03:00:00,5.9,13,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 13:45:00,2023-04-08 16:35:00,0 days 02:50:00,5.9,13,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 14:15:00,2023-04-08 17:05:00,0 days 02:50:00,5.9,14,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 14:45:00,2023-04-08 17:35:00,0 days 02:50:00,5.9,14,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 15:45:00,2023-04-08 18:35:00,0 days 02:50:00,5.9,15,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 16:15:00,2023-04-08 19:05:00,0 days 02:50:00,5.9,16,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 16:45:00,2023-04-08 19:35:00,0 days 02:50:00,5.9,16,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 17:45:00,2023-04-08 20:50:00,0 days 03:05:00,5.9,17,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 18:30:00,2023-04-08 21:20:00,0 days 02:50:00,6.9,18,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 19:00:00,2023-04-08 21:50:00,0 days 02:50:00,6.9,19,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 20:00:00,2023-04-08 22:45:00,0 days 02:45:00,5.9,20,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 20:30:00,2023-04-08 23:10:00,0 days 02:40:00,5.9,20,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-08 21:15:00,2023-04-08 23:50:00,0 days 02:35:00,6.9,21,Saturday,April,8,2023-04-08,2023-04-08
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 00:55:00,2023-04-09 04:45:00,0 days 03:50:00,30.0,0,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 03:05:00,2023-04-09 06:20:00,0 days 03:15:00,30.0,3,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 04:05:00,2023-04-09 07:20:00,0 days 03:15:00,8.4,4,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 04:15:00,2023-04-09 06:50:00,0 days 02:35:00,8.4,4,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 05:15:00,2023-04-09 07:50:00,0 days 02:35:00,4.9,5,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 06:00:00,2023-04-09 08:40:00,0 days 02:40:00,5.9,6,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 06:20:00,2023-04-09 09:50:00,0 days 03:30:00,8.4,6,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 06:30:00,2023-04-09 09:10:00,0 days 02:40:00,5.9,6,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 07:00:00,2023-04-09 09:40:00,0 days 02:40:00,5.9,7,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 07:30:00,2023-04-09 10:15:00,0 days 02:45:00,6.9,7,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 08:00:00,2023-04-09 10:45:00,0 days 02:45:00,6.9,8,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 08:30:00,2023-04-09 11:15:00,0 days 02:45:00,6.9,8,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 09:30:00,2023-04-09 12:20:00,0 days 02:50:00,8.4,9,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 10:00:00,2023-04-09 12:50:00,0 days 02:50:00,6.9,10,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 10:30:00,2023-04-09 13:20:00,0 days 02:50:00,6.9,10,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 11:30:00,2023-04-09 14:20:00,0 days 02:50:00,6.9,11,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 12:00:00,2023-04-09 14:50:00,0 days 02:50:00,6.9,12,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 12:30:00,2023-04-09 15:10:00,0 days 02:40:00,8.4,12,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 13:15:00,2023-04-09 16:15:00,0 days 03:00:00,5.9,13,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 13:45:00,2023-04-09 16:35:00,0 days 02:50:00,5.9,13,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 14:15:00,2023-04-09 17:05:00,0 days 02:50:00,5.9,14,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 14:45:00,2023-04-09 17:35:00,0 days 02:50:00,5.9,14,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 15:15:00,2023-04-09 18:10:00,0 days 02:55:00,6.9,15,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 15:45:00,2023-04-09 18:35:00,0 days 02:50:00,5.9,15,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 16:15:00,2023-04-09 19:05:00,0 days 02:50:00,6.9,16,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 16:45:00,2023-04-09 19:35:00,0 days 02:50:00,5.9,16,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 17:15:00,2023-04-09 20:15:00,0 days 03:00:00,8.4,17,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 17:45:00,2023-04-09 20:50:00,0 days 03:05:00,6.9,17,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 18:30:00,2023-04-09 21:20:00,0 days 02:50:00,8.4,18,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 19:00:00,2023-04-09 21:50:00,0 days 02:50:00,6.9,19,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 19:30:00,2023-04-09 22:10:00,0 days 02:40:00,6.9,19,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 20:00:00,2023-04-09 22:45:00,0 days 02:45:00,6.9,20,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 20:30:00,2023-04-09 23:10:00,0 days 02:40:00,5.9,20,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-09 21:15:00,2023-04-09 23:50:00,0 days 02:35:00,5.9,21,Sunday,April,9,2023-04-09,2023-04-09
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 00:55:00,2023-04-10 04:45:00,0 days 03:50:00,30.0,0,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 03:05:00,2023-04-10 06:20:00,0 days 03:15:00,30.0,3,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 04:05:00,2023-04-10 07:20:00,0 days 03:15:00,8.4,4,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 04:15:00,2023-04-10 06:50:00,0 days 02:35:00,8.4,4,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 05:15:00,2023-04-10 07:50:00,0 days 02:35:00,3.9,5,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 06:00:00,2023-04-10 08:40:00,0 days 02:40:00,3.9,6,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 06:20:00,2023-04-10 09:50:00,0 days 03:30:00,8.4,6,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 06:30:00,2023-04-10 09:10:00,0 days 02:40:00,3.9,6,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 07:00:00,2023-04-10 09:40:00,0 days 02:40:00,3.9,7,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 07:30:00,2023-04-10 10:15:00,0 days 02:45:00,4.9,7,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 08:00:00,2023-04-10 10:45:00,0 days 02:45:00,5.9,8,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 08:30:00,2023-04-10 11:15:00,0 days 02:45:00,4.9,8,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 08:50:00,2023-04-10 11:50:00,0 days 03:00:00,4.9,8,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 09:30:00,2023-04-10 12:20:00,0 days 02:50:00,5.9,9,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 10:00:00,2023-04-10 12:50:00,0 days 02:50:00,6.9,10,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 10:30:00,2023-04-10 13:20:00,0 days 02:50:00,6.9,10,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 11:00:00,2023-04-10 14:00:00,0 days 03:00:00,6.9,11,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 11:30:00,2023-04-10 14:20:00,0 days 02:50:00,5.9,11,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 12:00:00,2023-04-10 14:50:00,0 days 02:50:00,5.9,12,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 12:30:00,2023-04-10 15:10:00,0 days 02:40:00,8.4,12,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 12:45:00,2023-04-10 15:45:00,0 days 03:00:00,5.9,12,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 13:15:00,2023-04-10 16:15:00,0 days 03:00:00,5.9,13,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 13:45:00,2023-04-10 16:35:00,0 days 02:50:00,5.9,13,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 14:15:00,2023-04-10 17:05:00,0 days 02:50:00,6.9,14,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 14:45:00,2023-04-10 17:35:00,0 days 02:50:00,5.9,14,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 15:15:00,2023-04-10 18:10:00,0 days 02:55:00,5.9,15,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 15:45:00,2023-04-10 18:35:00,0 days 02:50:00,5.9,15,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 16:15:00,2023-04-10 19:05:00,0 days 02:50:00,6.9,16,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 16:45:00,2023-04-10 19:35:00,0 days 02:50:00,5.9,16,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 17:15:00,2023-04-10 20:15:00,0 days 03:00:00,4.9,17,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 17:45:00,2023-04-10 20:50:00,0 days 03:05:00,4.9,17,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 18:30:00,2023-04-10 21:20:00,0 days 02:50:00,5.9,18,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 19:00:00,2023-04-10 21:50:00,0 days 02:50:00,4.9,19,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 19:30:00,2023-04-10 22:10:00,0 days 02:40:00,4.9,19,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 20:00:00,2023-04-10 22:45:00,0 days 02:45:00,5.9,20,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 20:30:00,2023-04-10 23:10:00,0 days 02:40:00,4.9,20,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-10 21:15:00,2023-04-10 23:50:00,0 days 02:35:00,4.9,21,Monday,April,10,2023-04-10,2023-04-10
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 00:55:00,2023-04-11 04:45:00,0 days 03:50:00,28.0,0,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 04:15:00,2023-04-11 06:50:00,0 days 02:35:00,4.9,4,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 04:20:00,2023-04-11 08:20:00,0 days 04:00:00,4.9,4,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 05:15:00,2023-04-11 08:20:00,0 days 03:05:00,3.9,5,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 06:15:00,2023-04-11 09:20:00,0 days 03:05:00,4.9,6,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 06:15:00,2023-04-11 10:15:00,0 days 04:00:00,4.9,6,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 07:00:00,2023-04-11 10:05:00,0 days 03:05:00,5.9,7,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 07:45:00,2023-04-11 10:45:00,0 days 03:00:00,4.9,7,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 08:30:00,2023-04-11 11:30:00,0 days 03:00:00,5.9,8,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 09:10:00,2023-04-11 12:00:00,0 days 02:50:00,5.9,9,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 09:50:00,2023-04-11 12:40:00,0 days 02:50:00,5.9,9,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 10:30:00,2023-04-11 13:20:00,0 days 02:50:00,5.9,10,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 11:15:00,2023-04-11 14:15:00,0 days 03:00:00,4.9,11,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 12:00:00,2023-04-11 15:00:00,0 days 03:00:00,4.9,12,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 12:30:00,2023-04-11 15:10:00,0 days 02:40:00,6.9,12,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 13:00:00,2023-04-11 15:50:00,0 days 02:50:00,4.9,13,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 13:45:00,2023-04-11 16:50:00,0 days 03:05:00,4.9,13,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 14:30:00,2023-04-11 17:35:00,0 days 03:05:00,3.9,14,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 15:15:00,2023-04-11 18:20:00,0 days 03:05:00,4.9,15,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 16:00:00,2023-04-11 19:15:00,0 days 03:15:00,4.9,16,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 16:45:00,2023-04-11 19:50:00,0 days 03:05:00,4.9,16,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 17:30:00,2023-04-11 20:35:00,0 days 03:05:00,3.9,17,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 18:15:00,2023-04-11 21:20:00,0 days 03:05:00,4.9,18,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 19:00:00,2023-04-11 21:50:00,0 days 02:50:00,4.9,19,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 19:45:00,2023-04-11 22:40:00,0 days 02:55:00,3.9,19,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-11 20:45:00,2023-04-11 23:20:00,0 days 02:35:00,3.9,20,Tuesday,April,11,2023-04-11,2023-04-11
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 00:55:00,2023-04-12 04:45:00,0 days 03:50:00,32.0,0,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 04:15:00,2023-04-12 06:50:00,0 days 02:35:00,3.9,4,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 04:20:00,2023-04-12 08:20:00,0 days 04:00:00,3.9,4,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 05:15:00,2023-04-12 08:20:00,0 days 03:05:00,3.9,5,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 06:15:00,2023-04-12 09:20:00,0 days 03:05:00,4.9,6,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 06:15:00,2023-04-12 10:15:00,0 days 04:00:00,4.9,6,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 07:00:00,2023-04-12 10:05:00,0 days 03:05:00,4.9,7,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 07:45:00,2023-04-12 10:45:00,0 days 03:00:00,5.9,7,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 08:30:00,2023-04-12 11:30:00,0 days 03:00:00,5.9,8,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 09:10:00,2023-04-12 12:00:00,0 days 02:50:00,5.9,9,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 09:50:00,2023-04-12 12:40:00,0 days 02:50:00,5.9,9,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 10:30:00,2023-04-12 13:20:00,0 days 02:50:00,4.9,10,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 11:15:00,2023-04-12 14:15:00,0 days 03:00:00,4.9,11,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 12:00:00,2023-04-12 15:00:00,0 days 03:00:00,3.9,12,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 12:30:00,2023-04-12 15:10:00,0 days 02:40:00,6.9,12,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 13:00:00,2023-04-12 15:50:00,0 days 02:50:00,3.9,13,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 13:45:00,2023-04-12 16:50:00,0 days 03:05:00,3.9,13,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 14:30:00,2023-04-12 17:35:00,0 days 03:05:00,3.9,14,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 15:15:00,2023-04-12 18:20:00,0 days 03:05:00,4.9,15,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 16:00:00,2023-04-12 19:15:00,0 days 03:15:00,3.9,16,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 16:45:00,2023-04-12 19:50:00,0 days 03:05:00,3.9,16,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 17:30:00,2023-04-12 20:35:00,0 days 03:05:00,3.9,17,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 18:15:00,2023-04-12 21:20:00,0 days 03:05:00,3.9,18,Wednesday,April,12,2023-04-12,2023-04-12
